gene,time,expression
YGR158C,60,0.29500002
YGR159C,60,0.535
YGR160W,60,0.69
YGR161C,60,0.095000006
YGR162W,60,0.15
YGR163W,60,0.11
YGR164W,60,-0.125
YGR166W,60,0.41500002
YGR167W,60,0.2
YGR168C,60,0.32
YGR169C,60,-0.08499999
YGR170W,60,0.245
YGR171C,60,-0.205
YGR172C,60,0.024999999
YGR173W,60,0.40499997
YGR174C,60,-0.125
YGR175C,60,0.23
YGR176W,60,-0.26500002
YGR177C,60,-0.33499998
YGR178C,60,0.26
YGR180C,60,0.215
YGR181W,60,-0.009999998
YGR182C,60,-0.155
YGR183C,60,-0.29
YGR184C,60,0.095
YGR185C,60,0.385
YGR186W,60,0.31
YGR187C,60,0.11000001
YGR189C,60,1.09
YGR190C,60,-0.17999999
YGR191W,60,-0.205
YGR192C,60,-0.96000004
YGR193C,60,0.125
YGR194C,60,-0.13000001
YGR195W,60,0.465
YGR196C,60,0.19
YGR198W,60,0.24
YGR199W,60,-0.04
YGR200C,60,0.22
YGR201C,60,-0.48000002
YGR202C,60,-0.11
YGR203W,60,-0.15
YGR207C,60,-0.42000002
YGR209C,60,-0.425
YGR210C,60,0.21
YGR211W,60,-0.08
YGR213C,60,0.525
YGR214W,60,0.12
YGR215W,60,-0.114999995
YGR216C,60,0.11
YGR217W,60,0.195
YGR220C,60,-0.44
YGR221C,60,0.325
YGR222W,60,-0.265
YGR223C,60,0.08
YGR224W,60,-0.275
YGR228W,60,0.28
YGR229C,60,-0.065
YGR231C,60,-0.65999997
YGR232W,60,-0.18
YGR234W,60,-0.075
YGR235C,60,-0.04
YGR240C,60,-0.38
YGR242W,60,0.074999996
YGR244C,60,-0.435
YGR250C,60,0.185
YGR251W,60,0.0
YGR252W,60,0.14
YGR253C,60,-0.020000001
YGR254W,60,-0.78000003
YGR255C,60,-0.32500002
YGR256W,60,-0.26
YGR258C,60,-0.21
YGR259C,60,-0.33
YGR260W,60,-0.28
YGR262C,60,0.120000005
YGR263C,60,0.07
YGR264C,60,0.14
YGR265W,60,0.315
YGR266W,60,-0.1
YGR267C,60,0.325
YGR271W,60,0.014999999
YGR272C,60,0.30499998
YGR274C,60,0.155
YGR275W,60,0.099999994
YGR276C,60,-0.38500002
YGR277C,60,0.045
YGR278W,60,-0.005000003
YGR279C,60,-0.4
YGR281W,60,-0.23
YGR282C,60,-0.125
YGR283C,60,0.1
YGR284C,60,-0.68
YGR285C,60,0.83
YGR286C,60,0.025000006
YGR287C,60,-0.015000001
YGR288W,60,-0.26000002
YGR289C,60,-0.44
YGR290W,60,-0.66499996
YGR292W,60,-0.32500002
YGR293C,60,0.014999993
YGR294W,60,-0.26
YGR295C,60,-0.015
YGR296W,60,0.015000001
YHL001W,60,0.055000003
YHL002W,60,0.17
YHL003C,60,-0.295
YHL004W,60,-0.27
YHL007C,60,0.005000003
YHL008C,60,0.465
YHL010C,60,-0.43
YHL011C,60,0.24499999
YHL014C,60,0.065
YHL015W,60,0.22999999
YHL017W,60,-0.030000001
YHL018W,60,0.205
YHL020C,60,0.3
YHL023C,60,0.325
YHL025W,60,0.28
YHL026C,60,-0.23500001
YHL027W,60,0.29
YHL028W,60,-0.91
YHL029C,60,-0.125
YHL030W,60,-0.10000001
YHL031C,60,0.025
YHL032C,60,-0.355
YHL033C,60,0.120000005
YHL034C,60,0.19
YHL035C,60,-0.08
YHL036W,60,0.00999999
YHL039W,60,-0.015
YHL040C,60,-0.48000002
YHL043W,60,-0.09
YHL044W,60,-0.14999999
YHL046C,60,0.045
YHL047C,60,-0.22999999
YHL048W,60,-0.060000002
YHL049C,60,-0.435
YHL050C,60,0.05
YHR001W,60,-0.020000003
YHR001W-A,60,-0.19
YHR002W,60,0.055000003
YHR004C,60,-0.135
YHR005C,60,-1.155
YHR005C-A,60,-0.065
YHR006W,60,0.715
YHR007C,60,0.06999999
YHR008C,60,-0.25
YHR009C,60,0.099999994
YHR010W,60,0.265
YHR011W,60,-0.59000003
YHR012W,60,0.17
YHR015W,60,-0.014999986
YHR016C,60,-0.255
YHR017W,60,0.04
YHR018C,60,-0.335
YHR019C,60,0.205
YHR020W,60,0.32999998
YHR021C,60,0.04
YHR021W-A,60,-0.14
YHR023W,60,-0.485
YHR024C,60,-0.03499998
YHR025W,60,-0.145
YHR026W,60,-0.125
YHR027C,60,0.045
YHR028C,60,0.010000002
YHR029C,60,-0.375
YHR030C,60,1.03
YHR032W,60,0.07000001
YHR033W,60,0.030000001
YHR034C,60,0.03
YHR035W,60,0.095
YHR036W,60,0.049999997
YHR037W,60,-0.56
YHR038W,60,-0.2
YHR039C,60,-0.275
YHR039C-A,60,0.5
YHR040W,60,0.065
YHR041C,60,0.045
YHR042W,60,-0.22999999
YHR043C,60,0.045
YHR044C,60,-0.19
YHR045W,60,-0.06
YHR047C,60,-0.34
YHR048W,60,0.085
YHR049C-A,60,-0.06
YHR049W,60,-0.275
YHR050W,60,-0.13
YHR051W,60,-0.425
YHR052W,60,0.32
YHR053C,60,-0.565
YHR054C,60,-0.455
YHR055C,60,-0.505
YHR056C,60,-0.17
YHR057C,60,-0.15
YHR059W,60,-0.315
YHR061C,60,0.85
YHR063C,60,0.29500002
YHR065C,60,0.215
YHR067W,60,-0.015000001
YHR069C,60,0.23499998
YHR070W,60,-0.1
YHR071W,60,-0.049999997
YHR072W,60,-0.085
YHR073W,60,0.135
YHR074W,60,-0.205
YHR076W,60,0.18
YHR077C,60,0.22
YHR078W,60,-0.14
YHR079C,60,-0.055
YHR080C,60,-0.275
YHR082C,60,0.245
YHR084W,60,-0.315
YHR085W,60,0.195
YHR086W,60,0.13
YHR088W,60,0.32
YHR090C,60,0.125
YHR092C,60,-0.63
YHR093W,60,0.015
YHR094C,60,-0.125
YHR096C,60,-0.465
YHR097C,60,0.11000001
YHR098C,60,0.375
YHR099W,60,-0.51500005
YHR101C,60,-0.11
YHR102W,60,-0.120000005
YHR106W,60,0.055
YHR108W,60,0.2
YHR110W,60,0.41500002
YHR112C,60,-0.225
YHR115C,60,0.15
YHR116W,60,-0.68
YHR117W,60,-0.015
YHR119W,60,0.04
YHR120W,60,0.099999994
YHR121W,60,0.09
YHR123W,60,0.065
YHR127W,60,0.345
YHR129C,60,0.17999999
YHR130C,60,0.009999998
YHR132C,60,0.009999998
YHR134W,60,0.135
YHR136C,60,-0.435
YHR137W,60,-1.335
YHR138C,60,-0.62
YHR141C,60,-0.17
YHR142W,60,0.28
YHR143W,60,0.0
YHR143W-A,60,0.2
YHR144C,60,-0.080000006
YHR145C,60,0.565
YHR146W,60,0.53000003
YHR147C,60,-0.53999996
YHR148W,60,0.215
YHR149C,60,0.23
YHR151C,60,-0.68
YHR159W,60,0.060000002
YHR161C,60,0.035000004
YHR163W,60,-0.76
YHR165C,60,-0.32
YHR166C,60,0.060000002
YHR167W,60,0.12
YHR168W,60,-0.495
YHR170W,60,0.365
YHR171W,60,-0.155
YHR172W,60,0.24999999
YHR174W,60,-1.02
YHR175W,60,-0.14500001
YHR179W,60,0.305
YHR181W,60,-0.155
YHR183W,60,-0.050000004
YHR186C,60,-0.135
YHR187W,60,0.135
YHR188C,60,-0.04
YHR190W,60,-0.38
YHR192W,60,-0.030000001
YHR194W,60,-0.45
YHR196W,60,0.245
YHR197W,60,0.075
YHR198C,60,-0.175
YHR199C,60,-0.02
YHR200W,60,0.175
YHR201C,60,0.15
YHR203C,60,0.23499998
YHR204W,60,0.48
YHR205W,60,0.205
YHR207C,60,0.36
YHR211W,60,0.155
YHR212C,60,0.275
YHR213W,60,0.135
YHR214C-B,60,0.14
YHR216W,60,0.365
YHR218W,60,-0.41500002
YIL005W,60,0.125
YIL006W,60,-0.2
YIL007C,60,0.185
YIL008W,60,0.365
YIL009W,60,-0.86
YIL010W,60,-0.009999998
YIL011W,60,-0.15
YIL013C,60,0.0
YIL014W,60,0.095
YIL015C-A,60,0.16
YIL016W,60,-0.019999996
YIL017W,60,-0.53999996
YIL018W,60,0.04
YIL019W,60,0.37
YIL020C,60,0.22
YIL021W,60,0.085
YIL022W,60,-0.08
YIL023C,60,-0.45
YIL024C,60,-0.14500001
YIL026C,60,0.29500002
YIL027C,60,0.105
YIL030C,60,-0.030000001
YIL031W,60,0.14
YIL033C,60,0.095
YIL034C,60,-0.45499998
YIL035C,60,0.18
YIL036W,60,0.0
YIL037C,60,-0.19
YIL038C,60,0.08500001
YIL039W,60,0.285
YIL040W,60,-0.120000005
YIL041W,60,0.055000003
YIL042C,60,0.009999998
YIL043C,60,0.02
YIL044C,60,0.16499999
YIL045W,60,-0.185
YIL046W,60,0.13
YIL047C,60,0.265
YIL048W,60,0.07
YIL049W,60,-0.29500002
YIL050W,60,0.08
YIL051C,60,-0.64
YIL052C,60,0.16499999
YIL053W,60,0.225
YIL054W,60,-0.14
YIL055C,60,0.0
YIL056W,60,-0.00500001
YIL057C,60,-0.22999999
YIL058W,60,0.23
YIL059C,60,0.29000002
YIL060W,60,0.58500004
YIL062C,60,0.004999999
YIL063C,60,0.605
YIL064W,60,0.59
YIL065C,60,0.045
YIL066C,60,0.23499998
YIL067C,60,-0.3
YIL068C,60,0.375
YIL069C,60,0.18
YIL070C,60,-0.52
YIL073C,60,-0.11500001
YIL074C,60,0.265
YIL075C,60,-0.24
YIL076W,60,0.285
YIL077C,60,0.1
YIL078W,60,0.14999999
YIL079C,60,0.41500002
YIL082W,60,0.04
YIL082W-A,60,-0.055
YIL084C,60,0.375
YIL085C,60,0.345
YIL086C,60,0.26999998
YIL087C,60,-0.27999997
YIL088C,60,-0.53999996
YIL089W,60,-0.15
YIL090W,60,-0.255
YIL091C,60,0.2
YIL092W,60,0.005000003
YIL093C,60,-0.48499998
YIL094C,60,0.24499999
YIL095W,60,0.15
YIL096C,60,0.065
YIL097W,60,-0.48000002
YIL098C,60,-0.335
YIL100W,60,-0.105000004
YIL101C,60,-0.635
YIL102C,60,-0.145
YIL103W,60,0.145
YIL104C,60,-0.009999998
YIL105C,60,0.39
YIL106W,60,0.030000001
YIL107C,60,0.09
YIL108W,60,0.19500001
YIL109C,60,-0.08
YIL110W,60,0.41500002
YIL111W,60,-0.68
YIL112W,60,0.34
YIL113W,60,-0.39999998
YIL114C,60,-0.44
YIL115C,60,0.335
YIL116W,60,-0.074999996
YIL117C,60,0.35999998
YIL118W,60,0.115
YIL119C,60,-0.52
YIL120W,60,-0.235
YIL121W,60,-0.55
YIL122W,60,-0.009999998
YIL123W,60,0.57
YIL124W,60,-0.46499997
YIL125W,60,-0.12
YIL127C,60,0.505
YIL128W,60,0.28
YIL129C,60,0.855
YIL131C,60,0.515
YIL133C,60,0.185
YIL134W,60,-0.075
YIL135C,60,0.15
YIL137C,60,0.010000005
YIL138C,60,0.05
YIL139C,60,0.225
YIL140W,60,1.04
YIL141W,60,0.72499996
YIL142W,60,0.185
YIL143C,60,0.060000002
YIL144W,60,0.635
YIL145C,60,0.004999999
YIL146C,60,-0.13
YIL147C,60,0.255
YIL148W,60,0.004999999
YIL150C,60,0.635
YIL151C,60,0.185
YIL152W,60,0.53499997
YIL153W,60,0.08
YIL154C,60,0.015
YIL155C,60,-0.37
YIL157C,60,-0.345
YIL158W,60,-0.27
YIL161W,60,0.315
YIL162W,60,-0.365
YIL164C,60,-0.14500001
YIL165C,60,-0.315
YIL166C,60,-0.335
YIL167W,60,-0.39
YIL169C,60,0.16499999
YIL170W,60,-0.28
YIL171W,60,-0.29500002
YIL172C,60,-0.305
YIL173W,60,0.17
YIL174W,60,0.114999995
YIL175W,60,0.049999997
YIL176C,60,0.08499999
YIL177C,60,-0.125
YIR001C,60,0.16499999
YIR003W,60,0.5
YIR004W,60,0.29
YIR005W,60,-0.095
YIR006C,60,-0.120000005
YIR007W,60,0.25
YIR008C,60,0.3
YIR010W,60,0.565
YIR011C,60,0.245
YIR012W,60,0.31
YIR014W,60,-0.245
YIR015W,60,0.09
YIR016W,60,0.035
YIR017C,60,0.44
YIR018W,60,-0.255
YIR019C,60,-0.225
YIR020C,60,-0.285
YIR021W,60,-0.34
YIR022W,60,-0.11
YIR023W,60,0.385
YIR024C,60,0.135
YIR025W,60,0.265
YIR026C,60,0.355
YIR028W,60,0.099999994
YIR029W,60,0.3
YIR030C,60,0.06
YIR031C,60,0.010000005
YIR032C,60,-0.76
YIR034C,60,-0.11999999
YIR035C,60,0.23
YIR036C,60,-0.56
YIR037W,60,-0.285
YIR038C,60,-0.2
YIR039C,60,-0.375
YIR040C,60,-0.049999997
YIR041W,60,-0.69
YIR042C,60,0.055
YIR043C,60,-0.31
YIR044C,60,-0.175
YJL001W,60,-0.16499999
YJL002C,60,-0.005000003
YJL004C,60,-0.045
YJL005W,60,0.065
YJL006C,60,0.32
YJL007C,60,0.025
YJL008C,60,0.165
YJL009W,60,0.29000002
YJL010C,60,0.32
YJL011C,60,0.315
YJL012C,60,0.035
YJL013C,60,0.09
YJL014W,60,0.37
YJL015C,60,0.075
YJL016W,60,0.065
YJL017W,60,-0.024999999
YJL018W,60,0.26
YJL019W,60,0.375
YJL020C,60,0.055000007
YJL021C,60,-0.120000005
YJL022W,60,-0.08
YJL023C,60,0.22
YJL024C,60,0.055
YJL025W,60,0.47
YJL026W,60,-0.034999996
YJL029C,60,0.255
YJL030W,60,0.005
YJL032W,60,-0.015000004
YJL033W,60,0.615
YJL034W,60,-0.6
YJL035C,60,0.625
YJL036W,60,0.120000005
YJL038C,60,-0.20999998
YJL041W,60,0.26
YJL042W,60,-0.1
YJL044C,60,-0.2
YJL045W,60,-0.405
YJL046W,60,-0.43
YJL047C,60,-0.049999997
YJL048C,60,-0.22
YJL049W,60,-0.11500001
YJL050W,60,0.22
YJL051W,60,-0.63
YJL052W,60,-0.97
YJL053W,60,0.04
YJL054W,60,-0.105
YJL056C,60,0.030000005
YJL058C,60,-0.15499999
YJL060W,60,0.034999996
YJL061W,60,-0.06
YJL062W,60,-0.19500001
YJL063C,60,-0.71000004
YJL064W,60,0.095
YJL065C,60,-0.015000001
YJL067W,60,-1.02
YJL068C,60,-0.42000002
YJL069C,60,0.255
YJL071W,60,-0.12
YJL072C,60,0.175
YJL073W,60,0.13499999
YJL074C,60,0.034999996
YJL075C,60,0.23500001
YJL076W,60,0.39499998
YJL078C,60,-0.335
YJL079C,60,-1.645
YJL080C,60,0.475
YJL081C,60,0.17
YJL082W,60,0.16
YJL083W,60,-0.21499999
YJL084C,60,-0.185
YJL085W,60,-0.060000002
YJL087C,60,0.22999999
YJL088W,60,-0.26
YJL090C,60,-0.010000005
YJL091C,60,0.14999999
YJL092W,60,0.215
YJL093C,60,0.08
YJL094C,60,-0.075
YJL096W,60,-0.48000002
YJL097W,60,-0.060000002
YJL099W,60,0.41500002
YJL100W,60,0.049999997
YJL101C,60,-0.14500001
YJL102W,60,-0.27499998
YJL103C,60,-0.004999999
YJL104W,60,-0.089999996
YJL109C,60,0.07
YJL110C,60,-0.015000001
YJL111W,60,0.17
YJL112W,60,0.185
YJL115W,60,0.415
YJL117W,60,0.004999999
YJL118W,60,0.645
YJL119C,60,0.44
YJL120W,60,0.135
YJL121C,60,0.14
YJL125C,60,0.51
YJL126W,60,0.32999998
YJL127C,60,0.019999996
YJL128C,60,0.13
YJL129C,60,0.045
YJL130C,60,0.019999996
YJL131C,60,0.049999997
YJL132W,60,-0.16
YJL133W,60,-0.005
YJL134W,60,0.13499999
YJL136C,60,0.245
YJL137C,60,-0.095
YJL138C,60,-0.105000004
YJL139C,60,0.17999999
YJL140W,60,-0.065000005
YJL141C,60,0.024999999
YJL142C,60,-0.14
YJL143W,60,-0.365
YJL144W,60,-0.475
YJL145W,60,0.07000001
YJL146W,60,-0.030000001
YJL148W,60,0.53
YJL151C,60,-0.055
YJL152W,60,0.295
YJL154C,60,-0.08
YJL155C,60,-0.23
YJL157C,60,-0.905
YJL158C,60,0.43
YJL159W,60,-1.21
YJL161W,60,-0.495
YJL162C,60,0.41000003
YJL163C,60,-1.11
YJL165C,60,0.515
YJL166W,60,-0.21000001
YJL167W,60,0.034999996
YJL171C,60,0.12
YJL172W,60,-0.56
YJL173C,60,0.685
YJL174W,60,0.34
YJL175W,60,0.59
YJL176C,60,0.325
YJL178C,60,0.155
YJL179W,60,0.1
YJL180C,60,-0.37
YJL181W,60,0.075
YJL182C,60,0.095
YJL183W,60,0.12
YJL184W,60,-0.055000003
YJL185C,60,-0.06
YJL186W,60,0.21000001
YJL187C,60,0.545
YJL188C,60,-0.315
YJL189W,60,0.155
YJL190C,60,-0.105
YJL191W,60,0.19999999
YJL192C,60,0.049999997
YJL193W,60,0.12
YJL194W,60,-0.68499994
YJL195C,60,-0.72
YJL196C,60,-0.185
YJL197W,60,-0.015000001
YJL198W,60,0.18499999
YJL199C,60,0.004999999
YJL200C,60,0.475
YJL201W,60,0.51
YJL203W,60,0.16
YJL204C,60,0.19999999
YJL205C-A,60,-0.065
YJL206C,60,-0.095
YJL207C,60,0.27
YJL208C,60,0.205
YJL209W,60,0.125
YJL210W,60,-0.385
YJL211C,60,-0.445
YJL212C,60,0.030000001
YJL213W,60,-0.15
YJL214W,60,-0.58500004
YJL215C,60,-0.19
YJL216C,60,-0.25
YJL217W,60,0.0
YJL218W,60,0.050000004
YJL219W,60,-0.46499997
YJL221C,60,-0.17
YJL222W,60,0.075
YJL223C,60,-0.595
YJL225C,60,-0.36
YJR001W,60,-0.54999995
YJR002W,60,0.56
YJR003C,60,0.21
YJR004C,60,-1.765
YJR005W,60,0.315
YJR006W,60,0.26500002
YJR007W,60,-0.009999998
YJR008W,60,-0.495
YJR009C,60,-1.1
YJR010C-A,60,-0.13499999
YJR010W,60,0.29
YJR011C,60,0.225
YJR012C,60,-0.005
YJR013W,60,-0.085
YJR014W,60,0.34
YJR015W,60,-0.33499998
YJR016C,60,0.16
YJR017C,60,0.14500001
YJR018W,60,0.03
YJR019C,60,0.27499998
YJR020W,60,-0.16499999
YJR021C,60,0.18
YJR022W,60,0.04
YJR023C,60,0.1
YJR024C,60,0.14
YJR025C,60,-0.22500001
YJR026W,60,0.22
YJR027W,60,0.24
YJR028W,60,0.315
YJR029W,60,0.44
YJR030C,60,0.06999999
YJR032W,60,0.185
YJR033C,60,0.019999996
YJR034W,60,-0.595
YJR036C,60,-0.22
YJR038C,60,-0.20499998
YJR040W,60,-0.2
YJR041C,60,-0.025
YJR042W,60,-0.004999995
YJR043C,60,0.67
YJR044C,60,-0.32999998
YJR045C,60,-0.63
YJR046W,60,-0.095
YJR047C,60,-0.495
YJR048W,60,-0.67999995
YJR049C,60,0.24000001
YJR050W,60,0.18
YJR051W,60,-0.255
YJR052W,60,0.285
YJR054W,60,-0.69
YJR055W,60,-0.10000001
YJR056C,60,-0.03
YJR057W,60,0.024999999
YJR058C,60,0.42499998
YJR059W,60,0.095
YJR061W,60,-0.08
YJR063W,60,-0.40500003
YJR066W,60,-0.035
YJR071W,60,0.0
YJR072C,60,0.010000002
YJR073C,60,0.135
YJR076C,60,-0.24000001
YJR078W,60,-0.114999995
YJR079W,60,-0.075
YJR080C,60,-0.115
YJR082C,60,-0.52
YJR083C,60,-0.114999995
YJR084W,60,-0.365
YJR085C,60,-0.114999995
YJR086W,60,-0.53999996
YJR087W,60,-0.054999996
YJR088C,60,0.055
YJR089W,60,-0.37
YJR090C,60,0.29500002
YJR091C,60,-0.165
YJR092W,60,-0.3
YJR096W,60,0.15
YJR098C,60,0.43
YJR099W,60,-0.155
YJR100C,60,0.255
YJR101W,60,-0.205
YJR102C,60,-0.425
YJR103W,60,-0.05
YJR104C,60,-0.114999995
YJR106W,60,0.285
YJR108W,60,-0.23
YJR109C,60,-0.030000001
YJR116W,60,0.105000004
YJR117W,60,0.004999999
YJR118C,60,0.015000001
YJR120W,60,-0.285
YJR121W,60,-0.28
YJR125C,60,-0.32999998
YJR126C,60,0.035
YJR127C,60,0.074999996
YJR128W,60,0.36499998
YJR129C,60,-0.015000001
YJR130C,60,0.34
YJR131W,60,0.32
YJR132W,60,0.45499998
YJR133W,60,0.08
YJR134C,60,0.120000005
YJR135C,60,-0.024999999
YJR137C,60,0.25
YJR138W,60,-0.12
YJR139C,60,0.04
YJR140C,60,0.08500001
YJR142W,60,0.120000005
YJR143C,60,-0.12
YJR144W,60,0.375
YJR145C,60,-0.015000001
YJR146W,60,0.14
YJR147W,60,-0.32
YJR148W,60,0.885
YJR150C,60,-0.11
YJR151C,60,0.425
YJR152W,60,-0.385
YJR153W,60,-0.25
YJR154W,60,0.120000005
YJR157W,60,0.095
YJR158W,60,-0.22
YJR159W,60,-0.030000001
YJR160C,60,0.23499998
YJR161C,60,-0.105000004
YKL001C,60,0.53999996
YKL002W,60,0.305
YKL003C,60,-0.135
YKL004W,60,0.285
YKL005C,60,0.14500001
YKL006W,60,0.114999995
YKL008C,60,0.765
YKL010C,60,0.095
YKL011C,60,0.22999999
YKL012W,60,0.34
YKL013C,60,-0.085
YKL014C,60,0.27
YKL015W,60,-0.11
YKL016C,60,0.015000001
YKL017C,60,0.125
YKL018W,60,-0.035
YKL019W,60,0.005000003
YKL020C,60,-0.19000001
YKL021C,60,0.33
YKL022C,60,-0.695
YKL024C,60,0.57
YKL026C,60,-0.235
YKL027W,60,0.46999997
YKL028W,60,0.13
YKL029C,60,0.775
YKL030W,60,0.605
YKL032C,60,0.525
YKL033W,60,0.155
YKL034W,60,-0.065
YKL035W,60,-0.11
YKL036C,60,-0.08
YKL037W,60,0.19500001
YKL038W,60,-0.145
YKL039W,60,-0.515
YKL040C,60,0.060000002
YKL041W,60,-0.14
YKL042W,60,0.29
YKL043W,60,-0.815
YKL044W,60,-0.6
YKL045W,60,0.29
YKL046C,60,0.35500002
YKL047W,60,0.44
YKL048C,60,0.65
YKL049C,60,0.74
YKL050C,60,0.38
YKL051W,60,0.30499998
YKL052C,60,0.68
YKL053W,60,0.585
YKL054C,60,-0.034999996
YKL055C,60,0.015000001
YKL056C,60,-0.14
YKL058W,60,0.07
YKL059C,60,0.06
YKL060C,60,-0.39000002
YKL061W,60,-0.08
YKL062W,60,-0.39
YKL063C,60,0.13
YKL064W,60,0.08
YKL065C,60,0.28
YKL066W,60,0.115
YKL067W,60,0.255
YKL068W,60,0.255
YKL069W,60,0.32
YKL070W,60,0.155
YKL071W,60,0.24499999
YKL072W,60,0.11
YKL073W,60,0.065
YKL074C,60,0.305
YKL075C,60,0.4
YKL076C,60,0.29000002
YKL077W,60,0.41500002
YKL078W,60,0.39999998
YKL079W,60,0.3
YKL080W,60,-0.15
YKL081W,60,0.255
YKL082C,60,0.47500002
YKL084W,60,0.26500002
YKL085W,60,-0.375
YKL086W,60,-0.065
YKL087C,60,-0.255
YKL088W,60,0.07
YKL091C,60,-0.29999998
YKL093W,60,-0.065
YKL095W,60,0.08
YKL096W,60,0.325
YKL096W-A,60,-0.23000002
YKL097C,60,-0.024999999
YKL098W,60,0.305
YKL099C,60,0.515
YKL101W,60,0.70000005
YKL103C,60,-0.57
YKL104C,60,-0.16
YKL105C,60,0.22999999
YKL106W,60,-0.120000005
YKL108W,60,-0.70500004
YKL110C,60,0.145
YKL112W,60,-0.24499999
YKL114C,60,0.22500001
YKL116C,60,-0.35999998
YKL117W,60,-0.22
YKL118W,60,0.019999996
YKL119C,60,0.065
YKL120W,60,0.46499997
YKL121W,60,-0.015000001
YKL122C,60,0.66999996
YKL123W,60,0.055
YKL127W,60,0.48999998
YKL129C,60,0.060000002
YKL130C,60,-0.034999996
YKL135C,60,-0.030000001
YKL136W,60,0.12
YKL138C,60,-0.51
YKL140W,60,0.19000001
YKL142W,60,-0.010000001
YKL144C,60,0.375
YKL145W,60,-0.075
YKL146W,60,0.17500001
YKL147C,60,-0.035
YKL148C,60,-0.16
YKL149C,60,0.16499999
YKL150W,60,0.16
YKL151C,60,-0.675
YKL152C,60,-0.81000006
YKL153W,60,-1.06
YKL154W,60,0.255
YKL155C,60,-0.17500001
YKL156W,60,0.12
YKL160W,60,0.23
YKL162C,60,-0.14
YKL163W,60,-1.73
YKL164C,60,-1.6800001
YKL165C,60,-0.07
YKL166C,60,0.14
YKL167C,60,-0.63
YKL168C,60,-0.08
YKL169C,60,-0.55
YKL170W,60,-0.255
YKL172W,60,0.885
YKL173W,60,-0.11
YKL174C,60,0.105
YKL175W,60,-0.059999995
YKL176C,60,0.2
YKL177W,60,-1.58
YKL178C,60,-1.8299999
YKL180W,60,0.025000002
YKL181W,60,0.48
YKL182W,60,0.435
YKL183W,60,0.14000002
YKL184W,60,-0.205
YKL185W,60,-1.52
YKL186C,60,-0.11
YKL187C,60,-0.024999999
YKL189W,60,-0.1
YKL191W,60,0.22999999
YKL193C,60,-0.075
YKL194C,60,-0.645
YKL195W,60,-0.35999998
YKL197C,60,-0.06
YKL199C,60,0.39
YKL201C,60,-0.02
YKL202W,60,-0.45499998
YKL203C,60,0.17
YKL204W,60,-0.11
YKL205W,60,0.065
YKL206C,60,-0.3
YKL207W,60,-0.18999998
YKL208W,60,-0.07
YKL210W,60,-0.695
YKL211C,60,0.22
YKL212W,60,-0.045
YKL213C,60,0.07
YKL215C,60,0.32
YKL216W,60,0.475
YKL218C,60,0.42000002
YKL219W,60,0.01
YKL222C,60,0.25
YKL224C,60,0.085
YKL225W,60,0.045
YKR001C,60,0.07000001
YKR002W,60,0.085
YKR003W,60,-0.060000002
YKR004C,60,0.365
YKR005C,60,-0.125
YKR006C,60,-0.555
YKR007W,60,0.08
YKR008W,60,0.39499998
YKR009C,60,0.030000001
YKR010C,60,0.64
YKR011C,60,-0.59
YKR012C,60,1.065
YKR013W,60,1.2850001
YKR014C,60,0.095
YKR016W,60,0.22500001
YKR017C,60,-0.13
YKR018C,60,-0.08
YKR019C,60,0.42000002
YKR020W,60,0.095
YKR021W,60,-0.44
YKR022C,60,0.255
YKR023W,60,0.29500002
YKR024C,60,0.315
YKR025W,60,0.23499998
YKR026C,60,0.25
YKR027W,60,0.24499999
YKR028W,60,0.01
YKR030W,60,-0.125
YKR033C,60,-0.14
YKR034W,60,-0.49
YKR035C,60,-0.015000002
YKR036C,60,0.28
YKR037C,60,0.845
YKR038C,60,0.435
YKR039W,60,-0.395
YKR041W,60,0.305
YKR042W,60,-0.505
YKR043C,60,0.415
YKR044W,60,0.425
YKR045C,60,0.26
YKR046C,60,-0.71999997
YKR047W,60,0.45
YKR048C,60,0.4
YKR049C,60,-0.030000001
YKR050W,60,-0.080000006
YKR051W,60,-0.28
YKR052C,60,-0.15
YKR053C,60,-0.14
YKR054C,60,-0.13000001
YKR056W,60,0.21000001
YKR057W,60,0.0
YKR058W,60,-0.6
YKR059W,60,-0.20500001
YKR060W,60,0.11
YKR061W,60,0.335
YKR062W,60,-0.020000003
YKR063C,60,0.095000006
YKR064W,60,0.020000003
YKR065C,60,-0.5
YKR067W,60,-0.36
YKR068C,60,0.16
YKR069W,60,0.41500002
YKR071C,60,0.245
YKR072C,60,0.38
YKR074W,60,0.075
YKR075C,60,-0.089999996
YKR076W,60,-0.41000003
YKR077W,60,-0.65999997
YKR078W,60,0.04
YKR079C,60,-0.36
YKR080W,60,-0.25
YKR081C,60,0.125
YKR083C,60,-0.16
YKR085C,60,-0.31
YKR086W,60,-0.054999996
YKR087C,60,0.11
YKR088C,60,-0.1
YKR089C,60,-0.075
YKR090W,60,0.315
YKR091W,60,0.755
YKR092C,60,0.07
YKR093W,60,-0.44000003
YKR094C,60,0.08
YKR095W,60,0.205
YKR097W,60,-0.315
YKR100C,60,0.26
YKR102W,60,-0.22500001
YKR104W,60,-0.195
YKR106W,60,-0.275
YLL001W,60,0.045
YLL002W,60,0.57
YLL003W,60,0.565
YLL005C,60,-0.04
YLL007C,60,-0.030000001
YLL008W,60,0.32999998
YLL009C,60,-0.36
YLL011W,60,0.4
YLL013C,60,-0.31
